Fiscal Year,State Name,County,Congressional District,Program Area,Program,Zip Code,Persistent Poverty Community Status,Borrower Name,Project Name,Investment Type,City,Lender Name,Funding Code,NAICS Industry Sector,County FIPS,NAICS National Industry Code,NAICS National Industry,Portfolio Type,Project Announced Description,Investment Dollars,Number of Investments,State Abbr,Award Type,Has Description
2023,North Carolina,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"FirstHealth of the Carolinas, Inc.",NC0755-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip seven hub sites and seven end-user sites throughout Moore, Richmond, Montgomery, and Lee Counties in North Carolina with tablets and telemedicine kiosks. Medical professionals at First Health of the Carolinas, Inc. in Moore, Richmond and Montgomery Counties in North Carolina will deliver care management and social care management services to seven fixed and multiple variable locations benefiting 231,709 individuals. Additional Funding: $95",542286,1,NC,DL + TM,Yes
2023,North Carolina,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Washington County Board of Education,NC0732-C,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub/end-user sites throughout Washington County in eastern North Carolina with distance learning technology. Instructors within Washington County Schools, and Beaufort County Community College in Beaufort County, North Carolina will deliver various types of instructional courses to four hub/end-user sites benefiting 1,100 students. Additional Funding: $78,434.00 Applicant Contribution Districts: [NC 01] Representatives: Davis, Don (NC ",522888,1,NC,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Black River Local School District,OH0742-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip eight hub sites and two end-user sites throughout Ashland, Lorain, Richland and Summit County in Ohio with ViewBoard bundles, Clinical Assist Telemedicine Carts. Instructors and professors at Akron and Ashland Universities, North Central State College, and Lorain Community College Wellington will deliver various courses, including science, technology, engineering, math and college credit plus courses to the Black River Local Sc",853709,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Brookfield Local School District,OH0743-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub sites and three end-user sites throughout Trumbull and Mahoning counties in northeast Ohio with remote instruction equipment including videoconferencing equipment and interactive displays, as well as med carts to support the mental health needs of the served population. Instructors at Brookfield and West Branch public schools in Trumbull and Mahoning counties in Ohio will deliver increased post-secondary coursework options, career",760874,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Hocking Valley Community Hospital Founda,OH0745-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and eight end-user sites throughout Hocking County in southeast Ohio with telehealth equipment for primary care. Medical professionals at Hocking Valley Community Hospital Memorial Fund, Inc. dba Hocking Valley Community Hospital Foundation in Hocking County will deliver primary health care services to the seven distal locations benefitting 3,500 individuals. Additional Funding: $38,075.00 Applicant Contribution Districts: [OH",251437,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Jefferson County Joint Vocational School,OH0739-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip five hub sites and one end user site throughout St. Louis County, Missouri; Jefferson and Mahoning counties, Ohio; and Ohio County, West Virginia, with interactive video conferencing systems. Instructors at St. Louis University School of Medicine, Jefferson County Sheriff's Department, Salon Centric, West Virginia Northern Community College and Jefferson County Vocational School will deliver science, technology, engineering, and math ed",854842,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Morgan Local School District,OH0744-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip five Hub/End user sites throughout Morgan County in southeastern Ohio with interactive display panels and Poly classroom-sized webcams. Instructors at Morgan Local School District in Morgan County, Ohio will deliver virtual field trips, a connection with college course providers, multimedia rich activities and mental health assistance to five locations benefitting 2,958 students. Additional Funding: $103,877.00 Applicant Contribution Distr",692511,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Tolles Career And Techncial Center,OH0741-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 10 hub sites and 10 end-user sites throughout Madison & Union counties in central Ohio with distance learning equipment and technology. Instructors at Tolles Career & Technical Canter in Madison County, Ohio will deliver career-technical education courses to 10 locations benefitting 4,547 students. Additional Funding: $148,131.00 Applicant Contribution Districts: [OH 15, OH 04] Representatives: Jordan, Jim (OH 04), Carey, Mike (OH 15) Senat",832003,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University Hospitals Cleveland Med. Ctr.,OH0728-B,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip six end-user sites expanding Telehealth access throughout Ashtabula, Cuyahoga, and Geneva counties in Northeastern Ohio. The equipment will help deploy Telemedicine Carts to the Ambulatory Multi-specialty Virtual Clinics, offering subspecialty consultative services including mental health and addiction, psychiatry, malnutrition therapy, rheumatology, endocrinology, and oncology benefitting 3,156 individuals. Additional Funding: $19,800.00 A",112200,1,OH,DL + TM,Yes
2023,Ohio,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,West Liberty Salem Local School District,OH0740-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub and one hub/end-user sites throughout Logan, Miami and Champaign counties in Ohio with distance learning equipment. Instructors at West Liberty Salem Local School District, Edison State Community College and Ohio HiPoint Career Center in Champaign, Logan and Miami Counties in Ohio will deliver science, technology, engineering, math, college credit plus, and technical education courses to one location benefitting 1,550 students. Add",812021,1,OH,DL + TM,Yes
2023,Oklahoma,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Choctaw Nation of Oklahoma,OK0706-H,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub sites and 10 end-user sites throughout Atoka, Bryan, Coal, Haskell, Le Flore, McCurtain, Pittsburg, and Pushmataha Counties in southeastern Oklahoma with distance learning web-conferencing equipment and mobile carts. Instructors at Choctaw Nation School of Language in Bryan County, Oklahoma will deliver Choctaw language courses to 20 locations benefiting 6,117 individuals. Additional Funding: $98,490.00 Applicant Contribution Distri",558110,1,OK,DL + TM,Yes
2023,Oklahoma,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Lighthouse Behavioral Wellness Centers,",OK0772-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip eight hub sites and eight end-user sites throughout Pontotoc, Bryan, Marshall, Love, Garvin, Murray, Johnston, and Seminole Counties in central and southern Oklahoma with mental health access devices. Medical professionals at Lighthouse Behavioral Wellness Centers, Inc. in Pontotoc, Bryan, Marshall, Love, Garvin, Murray, Johnston & Seminole Counties in Oklahoma will deliver mental health telemedicine to eight locations benefiting 1,338 indi",1000000,1,OK,DL + TM,Yes
2023,Oklahoma,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Mcalester Regional Health Center Authori,OK0770-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and five end-user sites throughout Pittsburg, Pushmataha, Haskell, LeFlore, and Latimer Counties in southeastern Oklahoma with high-performance pan/tilt/zoom cameras and high-definition two-way audio and video telemedicine equipment. Medical professionals at McAlester Regional Health Center in Pittsburg County will deliver nursing, medical consults, telestroke medicine, social work, behavioral health, and support services to fi",999882,1,OK,DL + TM,Yes
2023,Oklahoma,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Oklahoma Public School Resource Center,OK0769-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 10 hub/end user sites and one hub site throughout Oklahoma, Hughes, Garfield, Le Flore, Seminole, Lexington, Glencoe and Granite Counties in Oklahoma with new videoconferencing equipment. Instructors at the Oklahoma Public School Resource Center, in Oklahoma County Oklahoma, will use the interactive video systems and touch panels to connect students and teachers across distances to provide educational programs, instruction or information to",995779,1,OK,DL + TM,Yes
